timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value
t_0,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0006011663394993625,8962048.0,0.6011663394993625,896204.8,0.0,4.0,14.157407407407376,70.43887375286023,0.0,0.0006011663394993625,1.0,0.740464740319634
t_1,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.000625731772697997,9109504.0,0.625731772697997,910950.4,0.0,4.0,14.08124999999994,71.01185774504187,2.4565433198634455e-05,0.000625731772697997,1.0,0.7626473033191639
t_2,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0006282796980805372,9113600.0,0.6282796980805372,911360.0,0.0,4.0,14.380324074074053,71.84352164507628,2.547925382540223e-06,0.0006282796980805372,1.0,0.7645347243417591
t_3,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005991788518178559,9113600.0,0.5991788518178558,911360.0,0.0,4.0,14.254398148148255,70.9542844734332,-2.9100846262681353e-05,0.0005991788518178559,1.0,0.7447046055641005
t_4,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005865743254177242,9113600.0,0.5865743254177243,911360.0,0.0,4.0,14.083333333333542,70.77374328967777,-1.2604526400131644e-05,0.0005865743254177242,1.0,0.7361155338445169
t_5,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0006477422129168473,9150464.0,0.6477422129168473,915046.4,0.0,4.0,14.109027777777811,71.03927001889373,6.116788749912312e-05,0.0006477422129168473,1.0,0.779157768339407
t_6,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.000615271792651157,9150464.0,0.615271792651157,915046.4,0.0,4.0,14.15555555555548,71.83015285153867,-3.247042026569035e-05,0.000615271792651157,1.0,0.7570315289573291
t_7,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005888276820863564,9179136.0,0.5888276820863564,917913.6000000001,0.0,4.0,14.093749999999957,72.07229043916362,-2.644411056480062e-05,0.0005888276820863564,1.0,0.7400701441666491
t_8,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.000576249303116728,9211904.0,0.5762493031167281,921190.4,0.0,4.0,14.012500000000003,71.08727273363341,-1.2578378969628316e-05,0.000576249303116728,1.0,0.732708445515295
t_9,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005818260478316546,9207808.0,0.5818260478316546,920780.8,0.0,4.0,14.033564814814724,71.54358589025045,5.576744714926528e-06,0.0005818260478316546,1.0,0.7363573986451128
t_10,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005633598967082703,9224192.0,0.5633598967082702,922419.2000000001,0.0,4.0,14.159722222222143,71.85996401170758,-1.8466151123384283e-05,0.0005633598967082703,1.0,0.7243788320137541
t_11,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005462716074600679,9224192.0,0.5462716074600679,922419.2000000001,0.0,4.0,13.892361111111143,71.17600653896429,-1.7088289248202385e-05,0.0005462716074600679,1.0,0.7127344006992806
t_12,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005558858295091086,9338880.0,0.5558858295091086,933888.0,0.0,4.0,13.928472222222027,70.6094945421588,9.614222049040741e-06,0.0005558858295091086,1.0,0.7235192408186848
t_13,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005533710664957995,9338880.0,0.5533710664957995,933888.0,0.0,4.0,13.944675925925836,71.2351540797185,-2.514763013309121e-06,0.0005533710664957995,1.0,0.7218056119846142
t_14,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005060897545613254,9347072.0,0.5060897545613253,934707.2000000001,0.0,4.0,14.00625000000008,72.35905730764492,-4.7281311934474165e-05,0.0005060897545613254,1.0,0.689889211644841
t_15,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.00047388740601659045,13512704.0,0.47388740601659046,1351270.4000000001,0.0,1.0,14.107407407407365,70.69955273264387,-3.2202348544734904e-05,0.00047388740601659045,1.0,0.8217103851800518
t_16,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.00042733485345064395,13512704.0,0.4273348534506439,1351270.4000000001,0.0,1.0,14.090277777777544,70.6556231269633,-4.65525525659465e-05,0.00042733485345064395,1.0,0.7899881926893905
t_17,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.00034150307692307685,13512704.0,0.34150307692307685,1351270.4000000001,0.0,1.0,14.084027777777692,71.00456113249425,-8.58317765275671e-05,0.00034150307692307685,1.0,0.7315000543007204
t_18,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0003138787865588592,13516800.0,0.3138787865588592,1351680.0,0.0,1.0,14.10810185185187,72.0984532930587,-2.762429036421766e-05,0.0003138787865588592,1.0,0.7128272958480324
t_19,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0002635561753863837,13520896.0,0.2635561753863837,1352089.6,0.0,1.0,14.009953703703772,70.6224385329111,-5.032261117247547e-05,0.0002635561753863837,1.0,0.6786872759412206
t_20,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.00021558165100996808,13512704.0,0.2155816510099681,1351270.4000000001,0.0,1.0,13.881944444444628,70.35741157167784,-4.797452437641563e-05,0.00021558165100996808,1.0,0.6456937237916562
t_21,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.00015468585086565148,13512704.0,0.15468585086565148,1351270.4000000001,0.0,1.0,13.726388888889034,70.52058581803398,-6.08958001443166e-05,0.00015468585086565148,1.0,0.6041976470445363
t_22,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.00010600087565609492,13520896.0,0.10600087565609492,1352089.6,0.0,1.0,13.703009259259204,71.50567848876159,-4.8684975209556565e-05,0.00010600087565609492,1.0,0.5713247518586178
t_23,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,4.1984565277866796e-05,13520896.0,0.041984565277866794,1352089.6,0.0,1.0,13.544444444444338,70.45176776681426,-6.401631037822813e-05,4.1984565277866796e-05,1.0,0.5277022734245227
t_24,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005901144034577732,13524992.0,0.5901144034577732,1352499.2000000002,0.0,1.0,13.38449074074046,70.53345484358887,0.0005481298381799064,0.0005901144034577732,1.0,0.9013642482197395
t_25,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0006201743906135766,13533184.0,0.6201743906135766,1353318.4000000001,0.0,1.0,13.351388888888863,70.78316391615192,3.0059987155803313e-05,0.0006201743906135766,1.0,0.9221503409117725
t_26,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0006126180727496877,13529088.0,0.6126180727496877,1352908.8,0.0,1.0,13.387499999999918,71.72919971903045,-7.55631786388889e-06,0.0006126180727496877,1.0,0.916850063201307
t_27,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0006201639091850732,13541376.0,0.6201639091850732,1354137.6,0.0,1.0,13.350000000000023,71.26546500787009,7.54583643538555e-06,0.0006201639091850732,1.0,0.9224455874495703
t_28,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0006220671037966619,13541376.0,0.622067103796662,1354137.6,0.0,1.0,13.296527777777683,70.6765384170399,1.9031946115887106e-06,0.0006220671037966619,1.0,0.9237424767174677
t_29,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.000613103737629086,13545472.0,0.613103737629086,1354547.2000000002,0.0,1.0,13.425925925925512,70.61854034264593,-8.963366167575931e-06,0.000613103737629086,1.0,0.9177857863811505
t_30,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0006335352332978889,10874880.0,0.6335352332978889,1087488.0,0.0,1.0,13.62314814814799,71.54588482297093,2.0431495668802886e-05,0.0006335352332978889,1.0,0.8331295984014159
t_31,checkoutservice_checkout_replicas_1_users_30,checkoutservice,checkout,1,30,0.0005738678155699388,10870784.0,0.5738678155699388,1087078.4000000001,0.0,,,,-5.9667417727950114e-05,0.0005738678155699388,1.0,0.7923193808558346
